Academy,Project Name,Order,Lesson Name,Group,Title,Time,Description
Lower,Dream House,2,Building and Drawing,Inspiration,LOOK AND DISCUSS AN ART PIECE THAT INTRODUCES SOME OF THE LESSON CONCEPTS.,10m,"Project the inspiration image where students can see it. Give students a moment to *study it silently, then begin a **brief discussion with the phrase, “What can we find?”. Paraphrase what students say for the benefit of the class, being careful to remain neutral, then ask “What else can we find?”.  

*Alternately, allow them to draw or write what they notice on a blank piece of paper or in a sketchbook. 

**The point of this discussion time is to have students learn and add onto each other’s thoughts. By remaining neutral and simply repeating what students say you allow students to do the heavy mental lifting and also create an environment where there is no wrong answer, fostering creativity and mental risk-taking.  "
Lower,Dream House,2,Building and Drawing,Introduction,WATCH THE VIDEO INTRODUCTION,5m,"
Watch Video: Lesson 2, Dream House"
Lower,Dream House,2,Building and Drawing,Introduction,CHECK FOR UNDER-STANDING,,"Check for understanding by asking, “Who was listening closely that can sum up what we are doing today?” Make sure that student artists can list all the steps and clarify anything that needs clarifying. "
Lower,Dream House,2,Building and Drawing,Worktime,INDEPENDENT WORKTIME (BUILDING),,The students work independently on their work as the teacher circulates.  Foster strong work habits by commenting on student artists who are focused on their work as well as student artist who seems be pushing themselves to try new things.
Lower,Dream House,2,Building and Drawing,Worktime,FOCUS ON STUDENTS GETTING EXCITED ABOUT THEIR ‘DREAM HOMES’; ASK QUESTIONS TO HELP DEVELOP THEIR IDEAS,,"As the teacher circulates, s/he should ask questions about what types of houses the students are building. Use this time to increase engagement & excitement and begin to develop ideas. 
"
Lower,Dream House,2,Building and Drawing,Worktime,INDEPENDENT WORKTIME (DRAWING),10m,The students work independently on their work as the teacher circulates.  Foster strong work habits by commenting on student artists who are focused on their work as well as student artist who seems be pushing themselves to try new things.
Lower,Dream House,2,Building and Drawing,Worktime,FOCUS ON STUDENTS DRAWING SLOWLY AND LOOKING CONTINUOUSLY AT THE OBJECTS TO GET MORE DETAILS AND RECOGNIZE DIFFERENCES,,"As the teacher circulates, s/he should remind scholars of the rules introduced in the video:  
1) the pencil should move slowly (at the same pace as the eye);  
2) the artist should look continuously from the object to their paper (as opposed to looking mostly at the paper, which is a common problem);  
3) the artists should pretend that they are tracing the contours of the object with their pencil, but on the paper.  
 
The focus should be on student artists recognizing differences between similar objects and being able to show those differences in the drawing."
Lower,Dream House,2,Building and Drawing,Clean-up/Presentations,"STUDENTS DISCUSS THE ARTISTIC DECISIONS THAT THEY MADE USING ‘WHAT, HOW, AND WHY” THEN TAKE COMMENTS OR QUESTIONS. ",5-10M,"Depending on the teacher’s style of classroom management, it might be helpful to only choose and train a few kids to clean. The rest of the class can be busy with the presentation. Make sure to train these helpers well in advance so that you aren’t left with a messy room.  

Clean-up times will vary with materials; get to know your class and allow 5-10 minutes depending on how efficient they are and whether or not the material was messy.  

Choose presenting student artists in advance and let them know during their work time so that they are prepared. Sharing should work as follows:
Student stands in by their work. A teacher should hold it, or place it on an easel.  

The student presents their work, answering What they made, How they made it, and Why they made the decisions that they did. When they are done they ask “Any comments or questions?” and can take responses from the audience.  

A note on responses: it is o.k. if a audience member questions or wants clarification from the artist. It is also o.k. if an audience member makes suggestions. But it must be done in a kind, thoughtful, and respectful way. 
Always end the conversation by asking the class to give the artist a compliment. "
Upper,Dream House,2,Building and Drawing,Inspiration,LOOK AND DISCUSS AN ART PIECE THAT INTRODUCES SOME OF THE LESSON CONCEPTS.,10m,"Project the inspiration image where students can see it. Give students a moment to *study it silently, then begin a **brief discussion with the phrase, “What can we find?”. Paraphrase what students say for the benefit of the class, being careful to remain neutral, then ask “What else can we find?”. 

*Alternately, allow them to draw or write what they notice on a blank piece of paper or in a sketchbook. 

**The point of this discussion time is to have students learn and add onto each other’s thoughts. By remaining neutral and simply repeating what students say you allow students to do the heavy mental lifting and also create an environment where there is no wrong answer, fostering creativity and mental risk-taking.  "
Upper,Dream House,2,Building and Drawing,Introduction,WATCH THE VIDEO INTRODUCTION,5m,"
Watch Video: Lesson 2, Dream House"
Upper,Dream House,2,Building and Drawing,Introduction,CHECK FOR UNDER-STANDING,,"Check for understanding by asking, “Who was listening closely that can sum up what we are doing today?” 
Make sure that student artists can define ‘observation drawing’ 
Make sure that students understand how to measure what they are drawing. If there is uncertainty, the teacher should demonstrate by: 
1) closing 1 eye
2) extending their arm, holding a pencil out straight 
3) measuring something by lining up the point of the pencil with the top of an object, then moving fingers down to mark the bottom. 
4) demonstrate how to compare objects by holding your fingers in place and measuring the width of the object in the same way, to compare. "
Upper,Dream House,2,Building and Drawing,Worktime,INDEPENDENT WORKTIME,20-25M,The students work independently on their work as the teacher circulates. Foster strong work habits by commenting on student artists who are focused on their work as well as student artist who seems be pushing themselves to try new things.
Upper,Dream House,2,Building and Drawing,Worktime,FOCUS ON STUDENTS DRAWING SLOWLY AND LOOKING CONTINUOUSLY AT THE OBJECTS TO GET MORE DETAILS AND RECOGNIZE DIFFERENCES,,"As the teacher circulates, s/he should remind scholars of the rules introduced in the video:  
1) the pencil should move slowly (at the same pace as the eye);  
2) the artist should look continuously from the object to their paper (as opposed to looking mostly at the paper, which is a common problem);  
3) the artists should pretend that they are tracing the contours of the object with their pencil, but on the paper. Artists should be erasing and adjusting their drawing according to the measurements they are taking (instructions in video). "
Upper,Dream House,2,Building and Drawing,Clean-up/Presentations,"STUDENTS DISCUSS THE ARTISTIC DECISIONS THAT THEY MADE USING ‘WHAT, HOW, AND WHY” THEN TAKE COMMENTS OR QUESTIONS. ",5-10M,"Depending on the teacher’s style of classroom management, it might be helpful to only choose and train a few kids to clean. The rest of the class can be busy with the presentation. Make sure to train these helpers well in advance so that you aren’t left with a messy room.  

Clean-up times will vary with materials; get to know your class and allow 5-10 minutes depending on how efficient they are and whether or not the material was messy.  

Choose presenting student artists in advance and let them know during their work time so that they are prepared. Sharing should work as follows:
Student stands in by their work. A teacher should hold it, or place it on an easel.  

The student presents their work, answering What they made, How they made it, and Why they made the decisions that they did. When they are done they ask “Any comments or questions?” and can take responses from the audience.  

A note on responses: it is o.k. if a audience member questions or wants clarification from the artist. It is also o.k. if an audience member makes suggestions. But it must be done in a kind, thoughtful, and respectful way. 
Always end the conversation by asking the class to give the artist a compliment. "
Lower,Dream House,3,Adding Details,Inspiration,LOOK AND DISCUSS AN ART PIECE THAT INTRODUCES SOME OF THE LESSON CONCEPTS.,10m,"Project the inspiration image where students can see it. Give students a moment to *study it silently, then begin a **brief discussion with the phrase, “What can we find?”. Paraphrase what students say for the benefit of the class, being careful to remain neutral, then ask “What else can we find?”. 

*Alternately, allow them to draw or write what they notice on a blank piece of paper or in a sketchbook.

**The point of this discussion time is to have students learn and add onto each other’s thoughts. By remaining neutral and simply repeating what students say you allow students to do the heavy mental lifting and also create an environment where there is no wrong answer, fostering creativity and mental risk-taking.  "
Lower,Dream House,3,Adding Details,Introduction,WATCH THE VIDEO INTRODUCTION,5m,"
Watch Video: Dream House!, Lesson 3"
Lower,Dream House,3,Adding Details,Introduction,CHECK FOR UNDER-STANDING,,"Check for understanding by asking, “Who was listening closely that can sum up what we are doing today?” Make sure that student artists can list all the steps and clarify anything that needs clarifying. "
Lower,Dream House,3,Adding Details,Worktime,INDEPENDENT,20-25M,"The students work independently on their work as the teacher circulates.   
Foster strong work habits by commenting on student artists who are focused on their work as well as student artist who seems be pushing themselves to try new things. "
Lower,Dream House,3,Adding Details,Worktime,FOCUS ON DETAILS THAT TELL A STORY ABOUT THEIR HOUSE. ,,"The focus of this lesson is to encourage students to add details that tell a story about their house or building, as well as getting the student excited and invested in the project by asking them to use their imagination to make their building unique.



"
Lower,Dream House,3,Adding Details,Clean-up/Presentations,"STUDENTS DISCUSS THE ARTISTIC DECISIONS THAT THEY MADE USING ‘WHAT, HOW, AND WHY” THEN TAKE COMMENTS OR QUESTIONS. ",5-10M,"Depending on the teacher’s style of classroom management, it might be helpful to only choose and train a few kids to clean. The rest of the class can be busy with the presentation. Make sure to train these helpers well in advance so that you aren’t left with a messy room. 

Clean-up times will vary with materials; get to know your class and allow 5-10 minutes depending on how efficient they are and whether or not the material was messy. 

Choose presenting student artists in advance and let them know during their work time so that they are prepared. Sharing should work as follows:
Student stands in by their work. A teacher should hold it, or place it on an easel. 

The student presents their work, answering What they made, How they made it, and Why they made the decisions that they did. When they are done they ask “Any comments or questions?” and can take responses from the audience. 

A note on responses: it is o.k. if a audience member questions or wants clarification from the artist. It is also o.k. if an audience member makes suggestions. But it must be done in a kind, thoughtful, and respectful way. 
Always end the conversation by asking the class to give the artist a compliment. "
Upper,Dream House,3,Adding Details,Inspiration,LOOK AND DISCUSS AN ART PIECE THAT INTRODUCES SOME OF THE LESSON CONCEPTS.,10m,"Project the inspiration image where students can see it. Give students a moment to *study it silently, then begin a **brief discussion with the phrase, “What can we find?”. Paraphrase what students say for the benefit of the class, being careful to remain neutral, then ask “What else can we find?”. 

*Alternately, allow them to draw or write what they notice on a blank piece of paper or in a sketchbook.

**The point of this discussion time is to have students learn and add onto each other’s thoughts. By remaining neutral and simply repeating what students say you allow students to do the heavy mental lifting and also create an environment where there is no wrong answer, fostering creativity and mental risk-taking.  "
Upper,Dream House,3,Adding Details,Introduction,WATCH THE VIDEO INTRODUCTION,5m,"
Watch Video: Dream House!, Lesson 3"
Upper,Dream House,3,Adding Details,Introduction,CHECK FOR UNDER-STANDING,,"Check for understanding by asking, “Who was listening closely that can sum up what we are doing today?” Make sure that student artists can list all the steps and clarify anything that needs clarifying. "
Upper,Dream House,3,Adding Details,Worktime,INDEPENDENT,20-25M,The students work independently on their work as the teacher circulates.   Foster strong work habits by commenting on student artists who are focused on their work as well as student artist who seems be pushing themselves to try new things. 
Upper,Dream House,3,Adding Details,Worktime,FOCUS ON DETAILS THAT TELL A STORY ABOUT THEIR HOUSE. ,,"The focus of this lesson is to encourage students to add details that tell a story about their house or building, as well as getting the student excited and invested in the project by asking them to use their imagination to make their building unique.

"
Upper,Dream House,3,Adding Details,Clean-up/Presentations,"STUDENTS DISCUSS THE ARTISTIC DECISIONS THAT THEY MADE USING ‘WHAT, HOW, AND WHY” THEN TAKE COMMENTS OR QUESTIONS. ",5-10M,"Depending on the teacher’s style of classroom management, it might be helpful to only choose and train a few kids to clean. The rest of the class can be busy with the presentation. Make sure to train these helpers well in advance so that you aren’t left with a messy room. 

Clean-up times will vary with materials; get to know your class and allow 5-10 minutes depending on how efficient they are and whether or not the material was messy. 

Choose presenting student artists in advance and let them know during their work time so that they are prepared. Sharing should work as follows:
Student stands in by their work. A teacher should hold it, or place it on an easel. 

The student presents their work, answering What they made, How they made it, and Why they made the decisions that they did. When they are done they ask “Any comments or questions?” and can take responses from the audience. 

A note on responses: it is o.k. if a audience member questions or wants clarification from the artist. It is also o.k. if an audience member makes suggestions. But it must be done in a kind, thoughtful, and respectful way. 
Always end the conversation by asking the class to give the artist a compliment. "
Lower,Dream House,4,Warm and Cool Colors,Inspiration,LOOK AND DISCUSS AN ART PIECE THAT INTRODUCES SOME OF THE LESSON CONCEPTS.,10m,"Project the inspiration image where students can see it. Give students a moment to *study it silently, then begin a **brief discussion with the phrase, “What can we find?”. Paraphrase what students say for the benefit of the class, being careful to remain neutral, then ask “What else can we find?”. 

*Alternately, allow them to draw or write what they notice on a blank piece of paper or in a sketchbook.

**The point of this discussion time is to have students learn and add onto each other’s thoughts. By remaining neutral and simply repeating what students say you allow students to do the heavy mental lifting and also create an environment where there is no wrong answer, fostering creativity and mental risk-taking.  "
Lower,Dream House,4,Warm and Cool Colors,Introduction,WATCH THE VIDEO INTRODUCTION,5m,"
Watch Video: Dream House, Lesson 4"
Lower,Dream House,4,Warm and Cool Colors,Introduction,CHECK FOR UNDER-STANDING,,"Check for understanding by asking, “Who was listening closely that can sum up what we are doing today?” Make sure that student artists can list all the steps and clarify anything that needs clarifying. 

Ask them to identify warm and cool colors by grabbing some markers (or anything with multiple colors) and asking the class to shout out if something is ‘warm’ or ‘cool’ together. 

Ask them to remember the different ways that they can use pastels

Tell students that they will have two days to finish coloring, so to take their time. "
Lower,Dream House,4,Warm and Cool Colors,Worktime,INDEPENDENT,,The students work independently on their work as the teacher circulates. Foster strong work habits by commenting on student artists who are focused on their work as well as student artist who seems be pushing themselves to try new things.
Lower,Dream House,4,Warm and Cool Colors,Worktime,FOCUS ON STUDENTS RECOGNIZING AND INTENTIONALLY USING  THE COLOR FAMILIES,,"This lesson is focused on using either warm or cool colors to describe the environment. Many students will have a hard time with using only warm or cool colors, and the teacher should be circulating and monitoring this. Rather than correcting them, the teacher should question them. For example, if a student has decided that their image is a cool image but is using pink, ask them what pink reminds them of (give suggestions of warm pinkish environments if needed)? Lead them into recognizing that it is a warm color, not a cool. Attempt to never tell a student whether something is warm or cool—encourage them to find the answer themselves.  "
Lower,Dream House,4,Warm and Cool Colors,Clean-up/Presentations,"STUDENTS DISCUSS THE ARTISTIC DECISIONS THAT THEY MADE USING ‘WHAT, HOW, AND WHY” THEN TAKE COMMENTS OR QUESTIONS. ",5-10M,"Depending on the teacher’s style of classroom management, it might be helpful to only choose and train a few kids to clean. The rest of the class can be busy with the presentation. Make sure to train these helpers well in advance so that you aren’t left with a messy room. 

Clean-up times will vary with materials; get to know your class and allow 5-10 minutes depending on how efficient they are and whether or not the material was messy. 

Choose presenting student artists in advance and let them know during their work time so that they are prepared. Sharing should work as follows:
Student stands in by their work. A teacher should hold it, or place it on an easel. 

The student presents their work, answering What they made, How they made it, and Why they made the decisions that they did. When they are done they ask “Any comments or questions?” and can take responses from the audience. 

A note on responses: it is o.k. if a audience member questions or wants clarification from the artist. It is also o.k. if an audience member makes suggestions. But it must be done in a kind, thoughtful, and respectful way. 
Always end the conversation by asking the class to give the artist a compliment. "
Upper,Dream House,4,Warm and Cool Colors,Inspiration,LOOK AND DISCUSS AN ART PIECE THAT INTRODUCES SOME OF THE LESSON CONCEPTS.,10m,"Project the inspiration image where students can see it. Give students a moment to *study it silently, then begin a **brief discussion with the phrase, “What can we find?”. Paraphrase what students say for the benefit of the class, being careful to remain neutral, then ask “What else can we find?”. 

*Alternately, allow them to draw or write what they notice on a blank piece of paper or in a sketchbook.

**The point of this discussion time is to have students learn and add onto each other’s thoughts. By remaining neutral and simply repeating what students say you allow students to do the heavy mental lifting and also create an environment where there is no wrong answer, fostering creativity and mental risk-taking.  "
Upper,Dream House,4,Warm and Cool Colors,Introduction,WATCH THE VIDEO INTRODUCTION,5m,"
Watch Video: Dream House, Lesson 4"
Upper,Dream House,4,Warm and Cool Colors,Introduction,CHECK FOR UNDER-STANDING,,"Check for understanding by asking, “Who was listening closely that can sum up what we are doing today?” Make sure that student artists can list all the steps and clarify anything that needs clarifying. 

Go over the order they can work: paint, marker, pastel. Make sure they understand how to use each option, and that they are able to use all the options, or just one of them. 

Tell student artists they will have two days to finish coloring, so to take their time. "
Upper,Dream House,4,Warm and Cool Colors,Worktime,INDEPENDENT,20-25M,The students work independently on their work as the teacher circulates. Foster strong work habits by commenting on student artists who are focused on their work as well as student artist who seems be pushing themselves to try new things.
Upper,Dream House,4,Warm and Cool Colors,Worktime,"FOCUS ON STUDENTS DESCRIBING THE ENVIRONMENT THEIR HOUSE IS IN THROUGH COLOR, AND TEXTURE, EXPERIMENTING WITH COMBINING DIFFERENT MEDIA",,"This lesson is focused on describing the environment using color. Students should be intentionally using colors to describe where their house is located—in a warm or cool environment.  At the beginning of class focus conversation on how the student’s environment feels—whether it feel rainy, or dry, etc. 
Students will first finish their watercolor, allow it to dry,then work back into it. Students will have this lesson and next to finish it, so there is no rush.

 Drying stations can be set up with blow dryers to speed the process along. Alternatively, students who finish painting can work on the ‘early finishers’ assignment while they wait for their painting to dry. 

While students are painting, remind them not to overpaint, as they’ll be going back into it with different media. The idea is to get color across the whole page and to map out the basic areas, starting with the lightest color in the color family and moving to the darkest. 

Once students move on to different media, comment on the different ways that students are combining media. Be specific in your comments (interesting how you are letting the marker show through the oil pastel to create that texture, the painted sky makes a nice contrast to the very defined markered building, etc.)"
Upper,Dream House,4,Warm and Cool Colors,Clean-up/Presentations,"STUDENTS DISCUSS THE ARTISTIC DECISIONS THAT THEY MADE USING ‘WHAT, HOW, AND WHY” THEN TAKE COMMENTS OR QUESTIONS. ",5-10M,"Depending on the teacher’s style of classroom management, it might be helpful to only choose and train a few kids to clean. The rest of the class can be busy with the presentation. Make sure to train these helpers well in advance so that you aren’t left with a messy room. 

Clean-up times will vary with materials; get to know your class and allow 5-10 minutes depending on how efficient they are and whether or not the material was messy. 

Choose presenting student artists in advance and let them know during their work time so that they are prepared. Sharing should work as follows:
Student stands in by their work. A teacher should hold it, or place it on an easel. 

The student presents their work, answering What they made, How they made it, and Why they made the decisions that they did. When they are done they ask “Any comments or questions?” and can take responses from the audience. 

A note on responses: it is o.k. if a audience member questions or wants clarification from the artist. It is also o.k. if an audience member makes suggestions. But it must be done in a kind, thoughtful, and respectful way. 
Always end the conversation by asking the class to give the artist a compliment. "
Lower,Dream House,5,Final Workday,Introduction,INSTRUCTIONS: CAREFULLY COMPLETE & ADD ARTIST STATEMENT,5m,"Tell the students that they will have the entire day to color and finish their work. Show them the example of ‘finished/unfinished’ work. Ask them to point out the differences. Afterwards, explain to them that when they are finished, they can begin working on an artist statement. An artist statement is something that an artist writes that can tell his or her viewer important information about his or her artwork if he or she is not there to explain it in person. Show them the artist statement sheet and give them an example. "
Lower,Dream House,5,Final Workday,Introduction,CHECK FOR UNDER-STANDING,,"Check for understanding by asking, “Who was listening closely that can sum up what we are doing today?” Make sure that student artists can list all the steps and clarify anything that needs clarifying. "
Lower,Dream House,5,Final Workday,Worktime,INDEPENDENT,20-25M,The students work independently on their work as the teacher circulates.  Foster strong work habits by commenting on student artists who are focused on their work as well as student artist who seems be pushing themselves to try new things.
Lower,Dream House,5,Final Workday,Worktime,FOCUS ON TECHNIQUE AND CAREFUL AND THOUGHTFUL COLORING,,"Encourage them to cover up all the white areas before moving on to details. Ask them about the decisions that they are making to make them aware of focused artistic decisions; i.e, “Why did you decide to use a short, diagonal line pattern?” or “I’m noticing your color choices! How did you decide on them?” Keep the observations neutral and let the artists take it from there. "
Lower,Dream House,5,Final Workday,Clean-up/Presentations,STUDENTS SHARE THE WORK OF THE ARTIST THEY INTERVIEWED. ,5-10M,"Depending on the teacher’s style of classroom management, it might be helpful to only choose and train a few kids to clean. Make sure to train these helpers well in advance so that you aren’t left with a messy room. 

Clean-up times will vary with materials; get to know your class and allow 5-10 minutes depending on how efficient they are and whether or not the material was messy. 

Have the rest of the class gather close, choose a partner, and interview them about the artistic decisions that they made.

Have students come up and present the work of the person they interviewed. The artist is not allowed to say anything until the end. 

*It might be worth setting aside some time to look at all the work their fellow classmates made; whether through a presentation in the hall or setting them out on a table and having a walk through. "
Upper,Dream House,5,Final Workday,Introduction,INSTRUCTIONS: CAREFULLY COMPLETE & ADD ARTIST STATEMENT,5m,"Tell the students that they will have the entire day to color and finish their work. Show them the example of ‘finished/unfinished’ work. Ask them to point out the differences. Afterwards, explain to them that when they are finished, they can begin working on an artist statement. An artist statement is something that an artist writes that can tell his or her viewer important information about his or her artwork if he or she is not there to explain it in person. Show them the artist statement sheet and give them an example. "
Upper,Dream House,5,Final Workday,Introduction,CHECK FOR UNDER-STANDING,,"Check for understanding by asking, “Who was listening closely that can sum up what we are doing today?” Make sure that student artists can list all the steps and clarify anything that needs clarifying. "
Upper,Dream House,5,Final Workday,Worktime,INDEPENDENT,20-25M,The students work independently on their work as the teacher circulates.  Foster strong work habits by commenting on student artists who are focused on their work as well as student artist who seems be pushing themselves to try new things.
Upper,Dream House,5,Final Workday,Worktime,FOCUS ON TECHNIQUE AND CAREFUL AND THOUGHTFUL COLORING,,"Encourage them to cover up all the white areas before moving on to details. Ask them about the decisions that they are making to make them aware of focused artistic decisions; i.e, “Why did you decide to use a short, diagonal line pattern?” or “I’m noticing your color choices! How did you decide on them?” Keep the observations neutral and let the artists take it from there. "
Upper,Dream House,5,Final Workday,Clean-up/Presentations,STUDENTS SHARE THE WORK OF THE ARTIST THEY INTERVIEWED. ,5-10M,"Depending on the teacher’s style of classroom management, it might be helpful to only choose and train a few kids to clean. Make sure to train these helpers well in advance so that you aren’t left with a messy room. 

Clean-up times will vary with materials; get to know your class and allow 5-10 minutes depending on how efficient they are and whether or not the material was messy. 

Have the rest of the class gather close, choose a partner, and interview them about the artistic decisions that they made.

Have students come up and present the work of the person they interviewed. The artist is not allowed to say anything until the end. 

*It might be worth setting aside some time to look at all the work their fellow classmates made; whether through a presentation in the hall or setting them out on a table and having a walk through. "
Lower,A Toy’s Story,1,Learning the Basics,Introduction,LOOK AND DISCUSS AN ART PIECE THAT INTRODUCES SOME OF THE LESSON CONCEPTS.,10m,"Project the inspiration image where students can see it. Give students a moment to *study it silently, then begin a **brief discussion with the phrase, “What can we find?”. Paraphrase what students say for the benefit of the class, being careful to remain neutral, then ask “What else can we find?”. 

*Alternately, allow them to draw or write what they notice on a blank piece of paper or in a sketchbook.
**The point of this discussion time is to have students learn and add onto each other’s thoughts. By remaining neutral and simply repeating what students say you allow students to do the heavy mental lifting and also create an environment where there is no wrong answer, fostering creativity and mental risk-taking.  "
Lower,A Toy’s Story,1,Learning the Basics,Introduction,WATCH THE VIDEO INTRODUCTION (SEE NOTES),10m,"NOTE: the students will be drawing along with portions of the video. Have copy paper and pencils ready for them, and be prepared to pause the video where indicated. 
Tell students that they should keep their pencils on the desk while the video is playing and watch, then pick up the pencil and draw when the video is paused.  
Students should not be spending extensive time drawing—the ‘draw together’ is an exercise to establish basic observation drawing skills; the bulk of the class should be on students drawing their own still lives. 

Watch Video: Lesson 1, A Toy’s Story"
Lower,A Toy’s Story,1,Learning the Basics,Introduction,CHECK FOR UNDER-STANDING,2-3M,"Check for understanding by asking, “Who was listening closely that can sum up what we are doing today?” 
While you are speaking with students, make sure that they can define ‘Still Life’ (a collection of objects, arranged together and drawn). 

See notes on class set up. Depending on the teacher’s choice (see notes in the overview), still-life stations will be set up and students will work independently drawing them, or students can group and set up their own still life from the teacher’s selection of objects. Depending on the teachers choice of set up, the teacher will need to give a brief recap and demonstration over how to get and set up materials and draw them.  

For example, if students are setting up their own still life, show them that they will be choosing some objects (tell them how), & placing them on the table in front of them, then drawing them by finding the different shapes within.  
Or, students are drawing a previously set-up still life, group them and demonstrate how to sit in front of the still life, finding shapes and drawing.  "
Lower,A Toy’s Story,1,Learning the Basics,Worktime,INDEPENDENT,15-20,The students work independently on their work as the teacher circulates.  Foster strong work habits by commenting on student artists who are focused on their work as well as student artist who seems be pushing themselves to try new things.
Lower,A Toy’s Story,1,Learning the Basics,Worktime,FOCUS ON GETTING STUDENTS TO UNDERSTAND HOW TO TRANSLATE PHYSICAL OBJECTS ONTO THE PAPER,,"At this point, the focus of the class period should be on students 1) envisioning their drawing on their paper before they begin so that they are able to draw small enough and fit in all the objects and 2) being able to isolate parts of the objects and break them down into shape. The teacher should comment on specific shapes that the students noticed, or how well the student is putting the different shapes together. "
Lower,A Toy’s Story,1,Learning the Basics,Clean-up/Presentations,"STUDENTS DISCUSS THE ARTISTIC DECISIONS THAT THEY MADE USING ‘WHAT, HOW, AND WHY” THEN TAKE COMMENTS OR QUESTIONS. ",5-10M,"Depending on the teacher’s style of classroom management, it might be helpful to only choose and train a few kids to clean. The reset of the class can be busy with the presentation. Make sure to train these helpers well in advance so that you aren’t left with a messy room. 

Clean-up times will vary with materials; get to know your class and allow 5-10 minutes depending on how efficient they are and whether or not the material was messy. 

Choose presenting student artists in advance and let them know during their work time so that they are prepared. Sharing should work as follows:
Student stands in by their work. A teacher should hold it, or place it on an easel. 
The student presents their work, answering What they made, How they made it, and Why they made the decisions that they did. When they are done they ask “Any comments or questions?” and can take responses from the audience. 
A note on responses: it is o.k. if a audience member questions or wants clarification from the artist. It is also o.k. if an audience member makes suggestions. But it must be done in a kind, thoughtful, and respectful way. 
Always end the conversation by asking the class to give the artist a compliment. "
Upper,A Toy’s Story,1,Learning the Basics,Inspiration,LOOK AND DISCUSS AN ART PIECE THAT INTRODUCES SOME OF THE LESSON CONCEPTS.,10m,"Project the inspiration image where students can see it. Give students a moment to *study it silently, then begin a **brief discussion with the phrase, “What can we find?”. Paraphrase what students say for the benefit of the class, being careful to remain neutral, then ask “What else can we find?”. 

*Alternately, allow them to draw or write what they notice on a blank piece of paper or in a sketchbook.
**The point of this discussion time is to have students learn and add onto each other’s thoughts. By remaining neutral and simply repeating what students say you allow students to do the heavy mental lifting and also create an environment where there is no wrong answer, fostering creativity and mental risk-taking.  "
Upper,A Toy’s Story,1,Learning the Basics,Introduction,WATCH THE VIDEO INTRODUCTION (SEE NOTES),10m,"NOTE: the students will be drawing along with portions of the video. Have copy paper and pencils ready for them, and be prepared to pause the video where indicated. 
Tell students that they should keep their pencils on the desk while the video is playing and watch, then pick up the pencil and draw when the video is paused.  
Students should not be spending extensive time drawing—the ‘draw together’ is an exercise to establish basic observation drawing skills; the bulk of the class should be on students drawing their own still lives. 

Watch Video: Lesson 1, A Toy’s Story"
Upper,A Toy’s Story,1,Learning the Basics,Introduction,CHECK FOR UNDER-STANDING,2-3M,"Check for understanding by asking, “Who was listening closely that can sum up what we are doing today?” 
While speaking with students, make sure that they can define ‘Still Life’ (a collection of objects, arranged together and drawn). 

See notes on class set up. Depending on the teacher’s choice (see notes in the overview), still-life stations will be set up and students will work independently drawing them, or students can group and set up their own still life from the teacher’s selection of objects. Depending on the teachers choice of set up, the teacher will need to give a brief recap and demonstration over how to get and set up materials and draw them.  

For example, if students are setting up their own still life, show them that they will be choosing some objects (tell them how), & placing them on the table in front of them, then drawing them by finding the different shapes within.  
Or, students are drawing a previously set-up still life, group them and demonstrate how to sit in front of the still life, finding shapes and drawing.  "
Upper,A Toy’s Story,1,Learning the Basics,Worktime,INDEPENDENT,15-20,The students work independently on their work as the teacher circulates.  Foster strong work habits by commenting on student artists who are focused on their work as well as student artist who seems be pushing themselves to try new things.
Upper,A Toy’s Story,1,Learning the Basics,Worktime,FOCUS ON GETTING STUDENTS TO UNDERSTAND HOW TO TRANSLATE PHYSICAL OBJECTS ONTO THE PAPER,,"At this point, the focus of the class period should be on students 1) envisioning their drawing on their paper before they begin so that they are able to draw small enough and fit in all the objects and 2) being able to isolate parts of the objects and break them down into straight, curved, and angled lines. The teacher should comment on a students ability to notice different types of line coming together, as well as noticing nuances in their objects structure (such as: bumps in the surface, or correctly identifying angles). "
Upper,A Toy’s Story,1,Learning the Basics,Clean-up/Presentations,"STUDENTS DISCUSS THE ARTISTIC DECISIONS THAT THEY MADE USING ‘WHAT, HOW, AND WHY” THEN TAKE COMMENTS OR QUESTIONS. ",5-10M,"Depending on the teacher’s style of classroom management, it might be helpful to only choose and train a few kids to clean. The reset of the class can be busy with the presentation. Make sure to train these helpers well in advance so that you aren’t left with a messy room. 

Clean-up times will vary with materials; get to know your class and allow 5-10 minutes depending on how efficient they are and whether or not the material was messy. 
Choose presenting student artists in advance and let them know during their work time so that they are prepared. Sharing should work as follows:
Student stands in by their work. A teacher should hold it, or place it on an easel. 
The student presents their work, answering What they made, How they made it, and Why they made the decisions that they did. When they are done they ask “Any comments or questions?” and can take responses from the audience. 
A note on responses: it is o.k. if a audience member questions or wants clarification from the artist. It is also o.k. if an audience member makes suggestions. But it must be done in a kind, thoughtful, and respectful way. 
Always end the conversation by asking the class to give the artist a compliment. "
